Title,Platform,Genres,Rating,Wishlist,Plays,Backlogs,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Year,Release_Year,Publisher
The Elder Scrolls V: Skyrim,PC,Rpg,3.7,1000.0,22000.0,3K,3.88,1.15,2.09,0.0,0.64,2011.0,2011.0,Bethesda Softworks
Resident Evil 4,PS2,Shooter,4.3,1200.0,14000.0,3K,3.62,2.08,0.83,0.46,0.25,2005.0,2005.0,Capcom
Resident Evil 4,Wii,Shooter,4.3,1200.0,14000.0,3K,2.26,1.34,0.57,0.14,0.21,2007.0,2005.0,Capcom
Resident Evil 4,GC,Shooter,4.3,1200.0,14000.0,3K,1.69,0.98,0.42,0.22,0.06,2005.0,2005.0,Capcom
Resident Evil 4,PC,Shooter,4.3,1200.0,14000.0,3K,0.03,0.0,0.02,0.0,0.01,2007.0,2005.0,Ubisoft
Dark Souls,PS3,Adventure,4.3,1400.0,14000.0,2.5K,2.07,0.75,0.54,0.54,0.23,2011.0,2011.0,Namco Bandai Games
Dark Souls,X360,Adventure,4.3,1400.0,14000.0,2.5K,1.0,0.64,0.28,0.0,0.08,2011.0,2011.0,Namco Bandai Games
Dark Souls,PC,Adventure,4.3,1400.0,14000.0,2.5K,0.07,0.0,0.06,0.0,0.01,2012.0,2011.0,Namco Bandai Games
Dark Souls,PS3,Rpg,4.3,1400.0,14000.0,2.5K,2.07,0.75,0.54,0.54,0.23,2011.0,2011.0,Namco Bandai Games
Dark Souls,X360,Rpg,4.3,1400.0,14000.0,2.5K,1.0,0.64,0.28,0.0,0.08,2011.0,2011.0,Namco Bandai Games
Dark Souls,PC,Rpg,4.3,1400.0,14000.0,2.5K,0.07,0.0,0.06,0.0,0.01,2012.0,2011.0,Namco Bandai Games
The Legend of Zelda: Ocarina of Time,N64,Adventure,4.3,1400.0,17000.0,3K,7.6,4.1,1.89,1.45,0.16,1998.0,1998.0,Nintendo
The Legend of Zelda: Ocarina of Time,3DS,Adventure,4.3,1400.0,17000.0,3K,4.21,2.03,1.27,0.62,0.3,2011.0,1998.0,Nintendo
The Legend of Zelda: Ocarina of Time,N64,Rpg,4.3,1400.0,17000.0,3K,7.6,4.1,1.89,1.45,0.16,1998.0,1998.0,Nintendo
The Legend of Zelda: Ocarina of Time,3DS,Rpg,4.3,1400.0,17000.0,3K,4.21,2.03,1.27,0.62,0.3,2011.0,1998.0,Nintendo
Batman: Arkham City,PS3,Adventure,4.1,651.0,16000.0,2.7K,5.53,2.7,1.91,0.11,0.8,2011.0,2011.0,Warner Bros. Interactive Entertainment
Batman: Arkham City,X360,Adventure,4.1,651.0,16000.0,2.7K,4.76,2.99,1.31,0.04,0.41,2011.0,2011.0,Warner Bros. Interactive Entertainment
Batman: Arkham City,PC,Adventure,4.1,651.0,16000.0,2.7K,0.53,0.16,0.28,0.0,0.09,2011.0,2011.0,Warner Bros. Interactive Entertainment
Batman: Arkham City,WiiU,Adventure,4.1,651.0,16000.0,2.7K,0.38,0.17,0.18,0.0,0.03,2012.0,2011.0,Warner Bros. Interactive Entertainment
Batman: Arkham City,PS3,Brawler,4.1,651.0,16000.0,2.7K,5.53,2.7,1.91,0.11,0.8,2011.0,2011.0,Warner Bros. Interactive Entertainment
Batman: Arkham City,X360,Brawler,4.1,651.0,16000.0,2.7K,4.76,2.99,1.31,0.04,0.41,2011.0,2011.0,Warner Bros. Interactive Entertainment
Batman: Arkham City,PC,Brawler,4.1,651.0,16000.0,2.7K,0.53,0.16,0.28,0.0,0.09,2011.0,2011.0,Warner Bros. Interactive Entertainment
Batman: Arkham City,WiiU,Brawler,4.1,651.0,16000.0,2.7K,0.38,0.17,0.18,0.0,0.03,2012.0,2011.0,Warner Bros. Interactive Entertainment
Yakuza Kiwami,PS4,Adventure,3.7,1000.0,9700.0,3.4K,0.16,0.0,0.0,0.16,0.0,2016.0,2016.0,Sega
Yakuza Kiwami,PS3,Adventure,3.7,1000.0,9700.0,3.4K,0.12,0.0,0.0,0.12,0.0,2016.0,2016.0,Sega
Yakuza Kiwami,PS4,Brawler,3.7,1000.0,9700.0,3.4K,0.16,0.0,0.0,0.16,0.0,2016.0,2016.0,Sega
Yakuza Kiwami,PS3,Brawler,3.7,1000.0,9700.0,3.4K,0.12,0.0,0.0,0.12,0.0,2016.0,2016.0,Sega
Yakuza Kiwami,PS4,Rpg,3.7,1000.0,9700.0,3.4K,0.16,0.0,0.0,0.16,0.0,2016.0,2016.0,Sega
Yakuza Kiwami,PS3,Rpg,3.7,1000.0,9700.0,3.4K,0.12,0.0,0.0,0.12,0.0,2016.0,2016.0,Sega
Phoenix Wright: Ace Attorney,DS,Adventure,4.1,1000.0,12000.0,1.9K,0.99,0.49,0.07,0.39,0.05,2005.0,2005.0,Capcom
Phoenix Wright: Ace Attorney,DS,Point-And-Click,4.1,1000.0,12000.0,1.9K,0.99,0.49,0.07,0.39,0.05,2005.0,2005.0,Capcom
Phoenix Wright: Ace Attorney,DS,Puzzle,4.1,1000.0,12000.0,1.9K,0.99,0.49,0.07,0.39,0.05,2005.0,2005.0,Capcom
Phoenix Wright: Ace Attorney,DS,Visual Novel,4.1,1000.0,12000.0,1.9K,0.99,0.49,0.07,0.39,0.05,2005.0,2005.0,Capcom
Life is Strange,PS4,Adventure,3.4,817.0,15000.0,2.1K,0.37,0.14,0.15,0.03,0.06,2016.0,2015.0,Square Enix
Life is Strange,XOne,Adventure,3.4,817.0,15000.0,2.1K,0.11,0.08,0.02,0.0,0.01,2016.0,2015.0,Square Enix
Life is Strange,PC,Adventure,3.4,817.0,15000.0,2.1K,0.04,0.01,0.03,0.0,0.0,2016.0,2015.0,Square Enix
Life is Strange,PS4,Rpg,3.4,817.0,15000.0,2.1K,0.37,0.14,0.15,0.03,0.06,2016.0,2015.0,Square Enix
Life is Strange,XOne,Rpg,3.4,817.0,15000.0,2.1K,0.11,0.08,0.02,0.0,0.01,2016.0,2015.0,Square Enix
Life is Strange,PC,Rpg,3.4,817.0,15000.0,2.1K,0.04,0.01,0.03,0.0,0.0,2016.0,2015.0,Square Enix
Shadow of the Colossus,PS2,Adventure,4.4,1700.0,10000.0,2.9K,1.14,0.78,0.03,0.2,0.13,2005.0,2005.0,Sony Computer Entertainment
Shadow of the Colossus,PS3,Adventure,4.4,1700.0,10000.0,2.9K,0.04,0.0,0.0,0.04,0.0,2011.0,2005.0,Sony Computer Entertainment
Shadow of the Colossus,PS2,Platform,4.4,1700.0,10000.0,2.9K,1.14,0.78,0.03,0.2,0.13,2005.0,2005.0,Sony Computer Entertainment
Shadow of the Colossus,PS3,Platform,4.4,1700.0,10000.0,2.9K,0.04,0.0,0.0,0.04,0.0,2011.0,2005.0,Sony Computer Entertainment
Shadow of the Colossus,PS2,Puzzle,4.4,1700.0,10000.0,2.9K,1.14,0.78,0.03,0.2,0.13,2005.0,2005.0,Sony Computer Entertainment
Shadow of the Colossus,PS3,Puzzle,4.4,1700.0,10000.0,2.9K,0.04,0.0,0.0,0.04,0.0,2011.0,2005.0,Sony Computer Entertainment
Psychonauts,XB,Adventure,4.0,1200.0,7100.0,4.2K,0.12,0.09,0.03,0.0,0.0,2005.0,2005.0,THQ
Psychonauts,PS2,Adventure,4.0,1200.0,7100.0,4.2K,0.09,0.05,0.04,0.0,0.01,2005.0,2005.0,Majesco Entertainment
Psychonauts,XB,Platform,4.0,1200.0,7100.0,4.2K,0.12,0.09,0.03,0.0,0.0,2005.0,2005.0,THQ
Psychonauts,PS2,Platform,4.0,1200.0,7100.0,4.2K,0.09,0.05,0.04,0.0,0.01,2005.0,2005.0,Majesco Entertainment
Fallout 4,PS4,Rpg,3.1,752.0,16000.0,2.9K,6.96,2.47,3.15,0.24,1.1,2015.0,2015.0,Bethesda Softworks
Fallout 4,XOne,Rpg,3.1,752.0,16000.0,2.9K,4.09,2.45,1.26,0.01,0.37,2015.0,2015.0,Bethesda Softworks
Fallout 4,PC,Rpg,3.1,752.0,16000.0,2.9K,1.23,0.5,0.63,0.0,0.1,2015.0,2015.0,Bethesda Softworks
Fallout 4,PS4,Shooter,3.1,752.0,16000.0,2.9K,6.96,2.47,3.15,0.24,1.1,2015.0,2015.0,Bethesda Softworks
Fallout 4,XOne,Shooter,3.1,752.0,16000.0,2.9K,4.09,2.45,1.26,0.01,0.37,2015.0,2015.0,Bethesda Softworks
Fallout 4,PC,Shooter,3.1,752.0,16000.0,2.9K,1.23,0.5,0.63,0.0,0.1,2015.0,2015.0,Bethesda Softworks
Uncharted 4: A Thief's End,PS4,Adventure,4.1,1200.0,14000.0,2.7K,4.2,1.3,2.07,0.18,0.65,2016.0,2016.0,Sony Computer Entertainment
Uncharted 4: A Thief's End,PS4,Shooter,4.1,1200.0,14000.0,2.7K,4.2,1.3,2.07,0.18,0.65,2016.0,2016.0,Sony Computer Entertainment
The Legend of Zelda: A Link to the Past,SNES,Adventure,4.1,911.0,13000.0,3.2K,4.61,2.42,0.91,1.15,0.13,1991.0,1991.0,Nintendo
The Legend of Zelda: A Link to the Past,GBA,Adventure,4.1,911.0,13000.0,3.2K,2.7,1.75,0.52,0.33,0.1,2002.0,1991.0,Nintendo
The Legend of Zelda: A Link to the Past,SNES,Puzzle,4.1,911.0,13000.0,3.2K,4.61,2.42,0.91,1.15,0.13,1991.0,1991.0,Nintendo
The Legend of Zelda: A Link to the Past,GBA,Puzzle,4.1,911.0,13000.0,3.2K,2.7,1.75,0.52,0.33,0.1,2002.0,1991.0,Nintendo
The Legend of Zelda: A Link to the Past,SNES,Rpg,4.1,911.0,13000.0,3.2K,4.61,2.42,0.91,1.15,0.13,1991.0,1991.0,Nintendo
The Legend of Zelda: A Link to the Past,GBA,Rpg,4.1,911.0,13000.0,3.2K,2.7,1.75,0.52,0.33,0.1,2002.0,1991.0,Nintendo
Silent Hill,PS,Adventure,4.1,1600.0,6800.0,2.3K,1.6,0.71,0.48,0.3,0.1,1999.0,1999.0,Konami Digital Entertainment
Silent Hill,PS,Puzzle,4.1,1600.0,6800.0,2.3K,1.6,0.71,0.48,0.3,0.1,1999.0,1999.0,Konami Digital Entertainment
Super Smash Bros. Brawl,Wii,Fighting,3.8,250.0,19000.0,511,13.04,6.75,2.61,2.66,1.02,2008.0,2008.0,Nintendo
Super Smash Bros. Brawl,Wii,Platform,3.8,250.0,19000.0,511,13.04,6.75,2.61,2.66,1.02,2008.0,2008.0,Nintendo
Borderlands 2,X360,Rpg,3.5,494.0,16000.0,2.7K,3.07,1.89,0.91,0.04,0.24,2012.0,2012.0,Take-Two Interactive
Borderlands 2,PS3,Rpg,3.5,494.0,16000.0,2.7K,2.28,1.05,0.77,0.1,0.36,2012.0,2012.0,Take-Two Interactive
Borderlands 2,PC,Rpg,3.5,494.0,16000.0,2.7K,0.93,0.42,0.41,0.0,0.11,2012.0,2012.0,Take-Two Interactive
Borderlands 2,PSV,Rpg,3.5,494.0,16000.0,2.7K,0.83,0.43,0.21,0.01,0.19,2014.0,2012.0,Take-Two Interactive
Borderlands 2,X360,Shooter,3.5,494.0,16000.0,2.7K,3.07,1.89,0.91,0.04,0.24,2012.0,2012.0,Take-Two Interactive
Borderlands 2,PS3,Shooter,3.5,494.0,16000.0,2.7K,2.28,1.05,0.77,0.1,0.36,2012.0,2012.0,Take-Two Interactive
Borderlands 2,PC,Shooter,3.5,494.0,16000.0,2.7K,0.93,0.42,0.41,0.0,0.11,2012.0,2012.0,Take-Two Interactive
Borderlands 2,PSV,Shooter,3.5,494.0,16000.0,2.7K,0.83,0.43,0.21,0.01,0.19,2014.0,2012.0,Take-Two Interactive
No More Heroes,Wii,Adventure,4.0,1800.0,5600.0,2.6K,0.57,0.3,0.17,0.04,0.05,2007.0,2007.0,Rising Star Games
No More Heroes,Wii,Brawler,4.0,1800.0,5600.0,2.6K,0.57,0.3,0.17,0.04,0.05,2007.0,2007.0,Rising Star Games
Super Mario Bros. 3,NES,Platform,4.0,362.0,14000.0,1.4K,17.28,9.54,3.44,3.84,0.46,1988.0,1988.0,Nintendo
Super Mario Bros. 3,GBA,Platform,4.0,362.0,14000.0,1.4K,5.2,2.93,1.25,0.83,0.2,2003.0,1988.0,Nintendo
Dishonored,X360,Adventure,3.9,866.0,14000.0,3.1K,1.73,1.06,0.52,0.01,0.14,2012.0,2012.0,Bethesda Softworks
Dishonored,PS3,Adventure,3.9,866.0,14000.0,3.1K,1.55,0.72,0.54,0.04,0.25,2012.0,2012.0,Bethesda Softworks
Dishonored,PC,Adventure,3.9,866.0,14000.0,3.1K,0.51,0.26,0.19,0.0,0.06,2012.0,2012.0,Bethesda Softworks
Dishonored,PS4,Adventure,3.9,866.0,14000.0,3.1K,0.37,0.11,0.18,0.02,0.06,2015.0,2012.0,Bethesda Softworks
Dishonored,XOne,Adventure,3.9,866.0,14000.0,3.1K,0.14,0.08,0.05,0.0,0.01,2015.0,2012.0,Bethesda Softworks
Dishonored,X360,Rpg,3.9,866.0,14000.0,3.1K,1.73,1.06,0.52,0.01,0.14,2012.0,2012.0,Bethesda Softworks
Dishonored,PS3,Rpg,3.9,866.0,14000.0,3.1K,1.55,0.72,0.54,0.04,0.25,2012.0,2012.0,Bethesda Softworks
Dishonored,PC,Rpg,3.9,866.0,14000.0,3.1K,0.51,0.26,0.19,0.0,0.06,2012.0,2012.0,Bethesda Softworks
Dishonored,PS4,Rpg,3.9,866.0,14000.0,3.1K,0.37,0.11,0.18,0.02,0.06,2015.0,2012.0,Bethesda Softworks
Dishonored,XOne,Rpg,3.9,866.0,14000.0,3.1K,0.14,0.08,0.05,0.0,0.01,2015.0,2012.0,Bethesda Softworks
Metal Gear Solid 3: Snake Eater,PS2,Adventure,4.5,1300.0,9200.0,2.4K,4.23,1.46,0.0,0.83,1.93,2004.0,2004.0,Konami Digital Entertainment
Metal Gear Solid 3: Snake Eater,PS2,Shooter,4.5,1300.0,9200.0,2.4K,4.23,1.46,0.0,0.83,1.93,2004.0,2004.0,Konami Digital Entertainment
Metal Gear Solid 3: Snake Eater,PS2,Tactical,4.5,1300.0,9200.0,2.4K,4.23,1.46,0.0,0.83,1.93,2004.0,2004.0,Konami Digital Entertainment
Journey,PS3,Adventure,3.9,1700.0,12000.0,2.7K,0.25,0.04,0.15,0.0,0.06,2012.0,2012.0,Sony Computer Entertainment Europe
Journey,PS3,Platform,3.9,1700.0,12000.0,2.7K,0.25,0.04,0.15,0.0,0.06,2012.0,2012.0,Sony Computer Entertainment Europe
Kingdom Hearts,PS2,Adventure,3.6,1000.0,12000.0,2.1K,6.4,3.64,1.2,1.49,0.07,2002.0,2002.0,Sony Computer Entertainment
Kingdom Hearts,PS3,Adventure,3.6,1000.0,12000.0,2.1K,1.75,0.9,0.37,0.25,0.24,2013.0,2002.0,Square Enix
Kingdom Hearts,PS2,Rpg,3.6,1000.0,12000.0,2.1K,6.4,3.64,1.2,1.49,0.07,2002.0,2002.0,Sony Computer Entertainment
Kingdom Hearts,PS3,Rpg,3.6,1000.0,12000.0,2.1K,1.75,0.9,0.37,0.25,0.24,2013.0,2002.0,Square Enix
Doom,PS,Shooter,4.0,514.0,11000.0,1.5K,0.78,0.43,0.3,0.0,0.05,1994.0,1993.0,Infogrames
Doom,GBA,Shooter,4.0,514.0,11000.0,1.5K,0.14,0.1,0.04,0.0,0.0,2001.0,1993.0,Activision
Doom,PC,Shooter,4.0,514.0,11000.0,1.5K,0.03,0.02,0.0,0.0,0.0,1992.0,1993.0,id Software
Live A Live,SNES,Rpg,4.1,1900.0,1100.0,1.7K,0.32,0.0,0.0,0.32,0.0,1994.0,2022.0,SquareSoft
Sonic the Hedgehog,GEN,Platform,3.1,243.0,12000.0,804,4.34,3.03,0.91,0.26,0.13,1991.0,1991.0,Sega
Sonic the Hedgehog,PS3,Platform,3.1,243.0,12000.0,804,1.18,0.41,0.07,0.04,0.66,2006.0,1991.0,Sega
Sonic the Hedgehog,X360,Platform,3.1,243.0,12000.0,804,1.05,0.44,0.49,0.0,0.11,2006.0,1991.0,Sega
Sonic the Hedgehog,PS3,Platform,3.1,243.0,12000.0,804,0.48,0.0,0.48,0.0,0.0,,1991.0,Unknown
Rocket League,PS4,Indie,3.4,113.0,17000.0,698,0.23,0.02,0.14,0.0,0.07,2016.0,2015.0,505 Games
Rocket League,XOne,Indie,3.4,113.0,17000.0,698,0.12,0.03,0.09,0.0,0.01,2016.0,2015.0,505 Games
Rocket League,PC,Indie,3.4,113.0,17000.0,698,0.02,0.01,0.01,0.0,0.0,2016.0,2015.0,505 Games
Rocket League,PS4,Racing,3.4,113.0,17000.0,698,0.23,0.02,0.14,0.0,0.07,2016.0,2015.0,505 Games
Rocket League,XOne,Racing,3.4,113.0,17000.0,698,0.12,0.03,0.09,0.0,0.01,2016.0,2015.0,505 Games
Rocket League,PC,Racing,3.4,113.0,17000.0,698,0.02,0.01,0.01,0.0,0.0,2016.0,2015.0,505 Games
Rocket League,PS4,Sport,3.4,113.0,17000.0,698,0.23,0.02,0.14,0.0,0.07,2016.0,2015.0,505 Games
Rocket League,XOne,Sport,3.4,113.0,17000.0,698,0.12,0.03,0.09,0.0,0.01,2016.0,2015.0,505 Games
Rocket League,PC,Sport,3.4,113.0,17000.0,698,0.02,0.01,0.01,0.0,0.0,2016.0,2015.0,505 Games
Batman: Arkham Knight,PS4,Adventure,3.7,757.0,13000.0,3.4K,3.79,1.49,1.58,0.1,0.61,2015.0,2015.0,Warner Bros. Interactive Entertainment
Batman: Arkham Knight,XOne,Adventure,3.7,757.0,13000.0,3.4K,1.45,0.86,0.46,0.0,0.13,2015.0,2015.0,Warner Bros. Interactive Entertainment
Batman: Arkham Knight,PC,Adventure,3.7,757.0,13000.0,3.4K,0.13,0.08,0.03,0.0,0.01,2015.0,2015.0,Warner Bros. Interactive Entertainment
Batman: Arkham Knight,PS4,Brawler,3.7,757.0,13000.0,3.4K,3.79,1.49,1.58,0.1,0.61,2015.0,2015.0,Warner Bros. Interactive Entertainment
Batman: Arkham Knight,XOne,Brawler,3.7,757.0,13000.0,3.4K,1.45,0.86,0.46,0.0,0.13,2015.0,2015.0,Warner Bros. Interactive Entertainment
Batman: Arkham Knight,PC,Brawler,3.7,757.0,13000.0,3.4K,0.13,0.08,0.03,0.0,0.01,2015.0,2015.0,Warner Bros. Interactive Entertainment
Wii Sports,Wii,Simulator,3.7,93.0,18000.0,320,82.74,41.49,29.02,3.77,8.46,2006.0,2006.0,Nintendo
Wii Sports,Wii,Sport,3.7,93.0,18000.0,320,82.74,41.49,29.02,3.77,8.46,2006.0,2006.0,Nintendo
Mario Kart Wii,Wii,Racing,3.9,168.0,19000.0,461,35.82,15.85,12.88,3.79,3.31,2008.0,2008.0,Nintendo
Red Dead Redemption,PS3,Adventure,4.2,1600.0,13000.0,2.4K,6.6,2.79,2.61,0.17,1.03,2010.0,2010.0,Take-Two Interactive
Red Dead Redemption,X360,Adventure,4.2,1600.0,13000.0,2.4K,6.34,3.7,1.97,0.09,0.57,2010.0,2010.0,Take-Two Interactive
Red Dead Redemption,PS3,Rpg,4.2,1600.0,13000.0,2.4K,6.6,2.79,2.61,0.17,1.03,2010.0,2010.0,Take-Two Interactive
Red Dead Redemption,X360,Rpg,4.2,1600.0,13000.0,2.4K,6.34,3.7,1.97,0.09,0.57,2010.0,2010.0,Take-Two Interactive
Red Dead Redemption,PS3,Shooter,4.2,1600.0,13000.0,2.4K,6.6,2.79,2.61,0.17,1.03,2010.0,2010.0,Take-Two Interactive
Red Dead Redemption,X360,Shooter,4.2,1600.0,13000.0,2.4K,6.34,3.7,1.97,0.09,0.57,2010.0,2010.0,Take-Two Interactive
Dead Space,PS3,Adventure,4.3,1900.0,1300.0,985,2.02,1.05,0.67,0.0,0.3,2008.0,2023.0,Electronic Arts
Dead Space,X360,Adventure,4.3,1900.0,1300.0,985,1.42,0.89,0.4,0.0,0.13,2008.0,2023.0,Electronic Arts
Dead Space,PC,Adventure,4.3,1900.0,1300.0,985,0.59,0.0,0.53,0.0,0.06,2008.0,2023.0,Electronic Arts
Dead Space,PS3,Rpg,4.3,1900.0,1300.0,985,2.02,1.05,0.67,0.0,0.3,2008.0,2023.0,Electronic Arts
Dead Space,X360,Rpg,4.3,1900.0,1300.0,985,1.42,0.89,0.4,0.0,0.13,2008.0,2023.0,Electronic Arts
Dead Space,PC,Rpg,4.3,1900.0,1300.0,985,0.59,0.0,0.53,0.0,0.06,2008.0,2023.0,Electronic Arts
Dead Space,PS3,Shooter,4.3,1900.0,1300.0,985,2.02,1.05,0.67,0.0,0.3,2008.0,2023.0,Electronic Arts
Dead Space,X360,Shooter,4.3,1900.0,1300.0,985,1.42,0.89,0.4,0.0,0.13,2008.0,2023.0,Electronic Arts
Dead Space,PC,Shooter,4.3,1900.0,1300.0,985,0.59,0.0,0.53,0.0,0.06,2008.0,2023.0,Electronic Arts
Tomb Raider,PS,Adventure,3.5,508.0,15000.0,2.7K,4.63,2.29,1.97,0.13,0.24,1996.0,2013.0,Eidos Interactive
Tomb Raider,PC,Adventure,3.5,508.0,15000.0,2.7K,1.03,0.96,0.07,0.0,0.0,1996.0,2013.0,Eidos Interactive
Tomb Raider,PS,Platform,3.5,508.0,15000.0,2.7K,4.63,2.29,1.97,0.13,0.24,1996.0,2013.0,Eidos Interactive
Tomb Raider,PC,Platform,3.5,508.0,15000.0,2.7K,1.03,0.96,0.07,0.0,0.0,1996.0,2013.0,Eidos Interactive
Tomb Raider,PS,Puzzle,3.5,508.0,15000.0,2.7K,4.63,2.29,1.97,0.13,0.24,1996.0,2013.0,Eidos Interactive
Tomb Raider,PC,Puzzle,3.5,508.0,15000.0,2.7K,1.03,0.96,0.07,0.0,0.0,1996.0,2013.0,Eidos Interactive
Tomb Raider,PS,Shooter,3.5,508.0,15000.0,2.7K,4.63,2.29,1.97,0.13,0.24,1996.0,2013.0,Eidos Interactive
Tomb Raider,PC,Shooter,3.5,508.0,15000.0,2.7K,1.03,0.96,0.07,0.0,0.0,1996.0,2013.0,Eidos Interactive
Super Mario Galaxy 2,Wii,Adventure,4.3,1300.0,13000.0,2.5K,7.69,3.66,2.42,0.98,0.64,2010.0,2010.0,Nintendo
Super Mario Galaxy 2,Wii,Platform,4.3,1300.0,13000.0,2.5K,7.69,3.66,2.42,0.98,0.64,2010.0,2010.0,Nintendo
Donkey Kong Country,SNES,Adventure,3.9,514.0,11000.0,1.9K,9.3,4.36,1.71,3.0,0.23,1994.0,1994.0,Nintendo
Donkey Kong Country,GB,Adventure,3.9,514.0,11000.0,1.9K,2.19,1.04,0.72,0.3,0.13,2000.0,1994.0,Nintendo
Donkey Kong Country,GBA,Adventure,3.9,514.0,11000.0,1.9K,2.04,1.2,0.48,0.29,0.07,2003.0,1994.0,Nintendo
Donkey Kong Country,SNES,Platform,3.9,514.0,11000.0,1.9K,9.3,4.36,1.71,3.0,0.23,1994.0,1994.0,Nintendo
Donkey Kong Country,GB,Platform,3.9,514.0,11000.0,1.9K,2.19,1.04,0.72,0.3,0.13,2000.0,1994.0,Nintendo
Donkey Kong Country,GBA,Platform,3.9,514.0,11000.0,1.9K,2.04,1.2,0.48,0.29,0.07,2003.0,1994.0,Nintendo
Assassin's Creed II,PS3,Adventure,3.8,521.0,16000.0,1.5K,5.57,2.54,1.95,0.21,0.87,2009.0,2009.0,Ubisoft
Assassin's Creed II,X360,Adventure,3.8,521.0,16000.0,1.5K,5.27,3.1,1.56,0.08,0.51,2009.0,2009.0,Ubisoft
Assassin's Creed II,PC,Adventure,3.8,521.0,16000.0,1.5K,0.57,0.01,0.45,0.0,0.11,2010.0,2009.0,Ubisoft
Assassin's Creed II,PS3,Platform,3.8,521.0,16000.0,1.5K,5.57,2.54,1.95,0.21,0.87,2009.0,2009.0,Ubisoft
Assassin's Creed II,X360,Platform,3.8,521.0,16000.0,1.5K,5.27,3.1,1.56,0.08,0.51,2009.0,2009.0,Ubisoft
Assassin's Creed II,PC,Platform,3.8,521.0,16000.0,1.5K,0.57,0.01,0.45,0.0,0.11,2010.0,2009.0,Ubisoft
Dead Space,PS3,Shooter,4.0,1100.0,9600.0,2.7K,2.02,1.05,0.67,0.0,0.3,2008.0,2008.0,Electronic Arts
Dead Space,X360,Shooter,4.0,1100.0,9600.0,2.7K,1.42,0.89,0.4,0.0,0.13,2008.0,2008.0,Electronic Arts
Dead Space,PC,Shooter,4.0,1100.0,9600.0,2.7K,0.59,0.0,0.53,0.0,0.06,2008.0,2008.0,Electronic Arts
New Super Mario Bros.,DS,Adventure,3.5,287.0,16000.0,824,30.01,11.38,9.23,6.5,2.9,2006.0,2006.0,Nintendo
New Super Mario Bros.,DS,Platform,3.5,287.0,16000.0,824,30.01,11.38,9.23,6.5,2.9,2006.0,2006.0,Nintendo
Shadow of the Colossus,PS2,Adventure,4.1,1600.0,7800.0,3.2K,1.14,0.78,0.03,0.2,0.13,2005.0,2018.0,Sony Computer Entertainment
Shadow of the Colossus,PS3,Adventure,4.1,1600.0,7800.0,3.2K,0.04,0.0,0.0,0.04,0.0,2011.0,2018.0,Sony Computer Entertainment
Shadow of the Colossus,PS2,Platform,4.1,1600.0,7800.0,3.2K,1.14,0.78,0.03,0.2,0.13,2005.0,2018.0,Sony Computer Entertainment
Shadow of the Colossus,PS3,Platform,4.1,1600.0,7800.0,3.2K,0.04,0.0,0.0,0.04,0.0,2011.0,2018.0,Sony Computer Entertainment
Shadow of the Colossus,PS2,Puzzle,4.1,1600.0,7800.0,3.2K,1.14,0.78,0.03,0.2,0.13,2005.0,2018.0,Sony Computer Entertainment
Shadow of the Colossus,PS3,Puzzle,4.1,1600.0,7800.0,3.2K,0.04,0.0,0.0,0.04,0.0,2011.0,2018.0,Sony Computer Entertainment
Demon's Souls,PS3,Adventure,3.9,2100.0,4100.0,2.4K,1.84,0.97,0.34,0.35,0.18,2009.0,2020.0,Namco Bandai Games
Demon's Souls,PS3,Rpg,3.9,2100.0,4100.0,2.4K,1.84,0.97,0.34,0.35,0.18,2009.0,2020.0,Namco Bandai Games
The Legend of Zelda: Link's Awakening,GB,Adventure,3.9,2000.0,7600.0,2.8K,3.83,2.21,0.96,0.54,0.13,1992.0,2019.0,Nintendo
Assassin's Creed,X360,Adventure,2.9,496.0,13000.0,1.2K,5.55,3.28,1.65,0.07,0.55,2007.0,2007.0,Ubisoft
Assassin's Creed,PS3,Adventure,2.9,496.0,13000.0,1.2K,4.83,1.91,2.0,0.09,0.83,2007.0,2007.0,Ubisoft
Assassin's Creed,PC,Adventure,2.9,496.0,13000.0,1.2K,0.92,0.01,0.83,0.0,0.08,2008.0,2007.0,Ubisoft
Assassin's Creed,X360,Platform,2.9,496.0,13000.0,1.2K,5.55,3.28,1.65,0.07,0.55,2007.0,2007.0,Ubisoft
Assassin's Creed,PS3,Platform,2.9,496.0,13000.0,1.2K,4.83,1.91,2.0,0.09,0.83,2007.0,2007.0,Ubisoft
Assassin's Creed,PC,Platform,2.9,496.0,13000.0,1.2K,0.92,0.01,0.83,0.0,0.08,2008.0,2007.0,Ubisoft
Call of Duty: Black Ops,X360,Shooter,3.7,318.0,14000.0,611,14.64,9.67,3.73,0.11,1.13,2010.0,2010.0,Activision
Call of Duty: Black Ops,PS3,Shooter,3.7,318.0,14000.0,611,12.73,5.98,4.44,0.48,1.83,2010.0,2010.0,Activision
Call of Duty: Black Ops,PC,Shooter,3.7,318.0,14000.0,611,1.63,0.58,0.81,0.0,0.24,,2010.0,Activision
Call of Duty: Black Ops,Wii,Shooter,3.7,318.0,14000.0,611,1.4,0.82,0.47,0.0,0.12,2010.0,2010.0,Activision
Call of Duty: Black Ops,DS,Shooter,3.7,318.0,14000.0,611,0.63,0.54,0.05,0.0,0.04,2010.0,2010.0,Activision
